sample_id	model	auroc	auprc
FFPE-Liver-Tumoral_B00GXDN	mobsnvf	0.93799623475484	0.297535773717105
FFPE-Liver-Tumoral_B00GXDN	vafsnvf	0.26812030075188	0.00614501477870943
FFPE-Liver-Tumoral_B00GXDN	sobdetector	0.798371755850668	0.0246379602750925
FFPE-Liver-Tumoral_B00GXDN	gatk-obmm	0.505193798449615	0.00715507855031877
