sample_id	model	auroc	auprc
FFPE-Colon-Tumoral_B00GXLQ	mobsnvf	0.912545900235289	0.827905137498552
FFPE-Colon-Tumoral_B00GXLQ	vafsnvf	0.24664494149015	0.125410970358005
FFPE-Colon-Tumoral_B00GXLQ	sobdetector	0.86900943451645	0.290813137434142
FFPE-Colon-Tumoral_B00GXLQ	gatk-obmm	0.50000000000001	0.0748783227255703
