sample_id	model	auroc	auprc
FFPE-Liver-Tumoral_B00GXLY	mobsnvf	0.790018014540309	0.27933282247674
FFPE-Liver-Tumoral_B00GXLY	vafsnvf	0.326090458089041	0.0105796894421287
FFPE-Liver-Tumoral_B00GXLY	sobdetector	0.778553353177797	0.0340444164412999
FFPE-Liver-Tumoral_B00GXLY	gatk-obmm	0.49598920954851	0.0101205126277315
