sample_id	model	auroc	auprc
FFPE-Liver-Tumoral_B00GXCR	mobsnvf	0.800195407914022	0.396081817923181
FFPE-Liver-Tumoral_B00GXCR	vafsnvf	0.399070506940622	0.0252791629256827
FFPE-Liver-Tumoral_B00GXCR	sobdetector	0.706749992129205	0.0660451904604167
FFPE-Liver-Tumoral_B00GXCR	gatk-obmm	0.513746630727759	0.028540656973613
