sample_id	model	auroc	auprc
FFPE-Liver-Tumoral_B00GXLZ	mobsnvf	0.762142960707554	0.377123865844903
FFPE-Liver-Tumoral_B00GXLZ	vafsnvf	0.25672407120743	0.0105939012872188
FFPE-Liver-Tumoral_B00GXLZ	sobdetector	0.813576881134136	0.0434528364807529
FFPE-Liver-Tumoral_B00GXLZ	gatk-obmm	0.494254958877605	0.0112376425080596
