sample_id	model	auroc	auprc
FFPE-Liver-Tumoral_B00GXCQ	mobsnvf	0.906933586038063	0.502041340607954
FFPE-Liver-Tumoral_B00GXCQ	vafsnvf	0.366809286110451	0.0257804669103635
FFPE-Liver-Tumoral_B00GXCQ	sobdetector	0.794256705846867	0.0879898567238214
FFPE-Liver-Tumoral_B00GXCQ	gatk-obmm	0.512150668286746	0.0301932367149754
