sample_id	model	auroc	auprc
FFPE-Colon-Tumoral_B00GXLR	mobsnvf	0.932804975922952	0.851970377010526
FFPE-Colon-Tumoral_B00GXLR	vafsnvf	0.277034531502423	0.136037854933659
FFPE-Colon-Tumoral_B00GXLR	sobdetector	0.849819223985876	0.302481905701553
FFPE-Colon-Tumoral_B00GXLR	gatk-obmm	0.500000000000007	0.0887888707037658
