sample_id	model	auroc	auprc
FFPE-Colon-Tumoral_B00GXKU	mobsnvf	0.941135734072022	0.846359042602096
FFPE-Colon-Tumoral_B00GXKU	vafsnvf	0.306611487501252	0.223266248181578
FFPE-Colon-Tumoral_B00GXKU	sobdetector	0.848879503105572	0.453379528887202
FFPE-Colon-Tumoral_B00GXKU	gatk-obmm	0.499999999999999	0.159919028340081
